player,season,team,overall,attack,defense,base_overall,podium_finish,era_boost,rating_source,photo
Alessandro Del Piero,2006,Italy,90,88,58,76,Champion,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/del-piero-alessandro.avif
Mauro Camoranesi,2006,Italy,87,84,68,76,Champion,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/camoranesi-mauro.avif
Daniele De Rossi,2006,Italy,86,78,86,75,Champion,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/de-rossi-daniele.avif
Alessandro Nesta,2006,Italy,91,69,88,74,Champion,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/nesta-alessandro.avif
Filippo Inzaghi,2006,Italy,87,80,65,75,Champion,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/inzaghi-filippo.avif
Gianluigi Buffon,2006,Italy,93,15,93,74,Champion,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/buffon-gianluigi.avif
Cristian Zaccardo,2006,Italy,73,58,54,73,Champion,0.0,fivethirtyeight_zstats,
Andrea Barzagli,2006,Italy,72,56,53,72,Champion,0.0,fivethirtyeight_zstats,
Simone Barone,2006,Italy,72,55,50,72,Champion,0.0,fivethirtyeight_zstats,
Aruna Dindane,2006,Ivory Coast,93,86,55,93,—,0.0,fivethirtyeight_zstats,
Arthur Boka,2006,Ivory Coast,89,84,66,89,—,0.0,fivethirtyeight_zstats,
Didier Drogba,2006,Ivory Coast,89,84,70,87,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/drogba-didier.avif
Didier Zokora,2006,Ivory Coast,86,78,68,86,—,0.0,fivethirtyeight_zstats,
Yaya Touré,2006,Ivory Coast,88,83,77,86,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/toure-yaya.avif
Bonaventure Kalou,2006,Ivory Coast,83,71,52,83,—,0.0,fivethirtyeight_zstats,
Abdul Kader Keita,2006,Ivory Coast,81,68,61,81,—,0.0,fivethirtyeight_zstats,
Arouna Koné,2006,Ivory Coast,81,71,53,81,—,0.0,fivethirtyeight_zstats,
Kolo Touré,2006,Ivory Coast,84,73,85,81,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/toure-kolo.avif
Emmanuel Eboué,2006,Ivory Coast,80,72,63,80,—,0.0,fivethirtyeight_zstats,
Bakary Koné,2006,Ivory Coast,79,65,51,79,—,0.0,fivethirtyeight_zstats,
Kanga Akalé,2006,Ivory Coast,79,70,55,79,—,0.0,fivethirtyeight_zstats,
Abdoulaye Méité,2006,Ivory Coast,75,61,58,75,—,0.0,fivethirtyeight_zstats,
Blaise Kouassi,2006,Ivory Coast,73,58,53,73,—,0.0,fivethirtyeight_zstats,
Gilles Yapi Yapo,2006,Ivory Coast,73,59,54,73,—,0.0,fivethirtyeight_zstats,
Romaric,2006,Ivory Coast,73,59,51,73,—,0.0,fivethirtyeight_zstats,
Cyril Domoraud,2006,Ivory Coast,72,57,52,72,—,0.0,fivethirtyeight_zstats,
Jean-Jacques Tizié,2006,Ivory Coast,72,10,72,72,—,0.0,fivethirtyeight_zstats,
Boubacar Barry,2006,Ivory Coast,71,10,71,71,—,0.0,fivethirtyeight_zstats,
Shunsuke Nakamura,2006,Japan,84,81,60,88,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/nakamura-shunsuke.avif
Alessandro Santos,2006,Japan,86,80,63,86,—,0.0,fivethirtyeight_zstats,
Yuji Nakazawa,2006,Japan,86,63,83,86,—,0.0,fivethirtyeight_zstats,
Hidetoshi Nakata,2006,Japan,84,81,62,81,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/nakata-hidetoshi.avif
Akira Kaji,2006,Japan,79,69,68,79,—,0.0,fivethirtyeight_zstats,
Tsuneyasu Miyamoto,2006,Japan,78,58,71,78,—,0.0,fivethirtyeight_zstats,
Keiji Tamada,2006,Japan,77,64,52,77,—,0.0,fivethirtyeight_zstats,
Naohiro Takahara,2006,Japan,77,67,54,77,—,0.0,fivethirtyeight_zstats,
Junichi Inamoto,2006,Japan,76,60,64,76,—,0.0,fivethirtyeight_zstats,
Atsushi Yanagisawa,2006,Japan,75,64,52,75,—,0.0,fivethirtyeight_zstats,
Keisuke Tsuboi,2006,Japan,75,57,62,75,—,0.0,fivethirtyeight_zstats,
Takashi Fukunishi,2006,Japan,75,62,58,75,—,0.0,fivethirtyeight_zstats,
Yuichi Komano,2006,Japan,75,63,57,75,—,0.0,fivethirtyeight_zstats,
Koji Nakata,2006,Japan,74,59,52,74,—,0.0,fivethirtyeight_zstats,
Mitsuo Ogasawara,2006,Japan,74,61,57,74,—,0.0,fivethirtyeight_zstats,
Yoshikatsu Kawaguchi,2006,Japan,74,10,74,74,—,0.0,fivethirtyeight_zstats,
Masashi Oguro,2006,Japan,73,56,50,73,—,0.0,fivethirtyeight_zstats,
Seiichiro Maki,2006,Japan,72,55,52,72,—,0.0,fivethirtyeight_zstats,
Teruyuki Moniwa,2006,Japan,72,55,52,72,—,0.0,fivethirtyeight_zstats,
Omar Bravo,2006,Mexico,90,80,53,90,—,0.0,fivethirtyeight_zstats,
Rafael Márquez,2006,Mexico,86,73,84,89,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/marquez-rafael.avif
Ricardo Osorio,2006,Mexico,87,77,73,87,—,0.0,fivethirtyeight_zstats,
Francisco Fonseca,2006,Mexico,86,73,57,86,—,0.0,fivethirtyeight_zstats,
Pável Pardo,2006,Mexico,86,82,57,86,—,0.0,fivethirtyeight_zstats,
Carlos Salcido,2006,Mexico,83,76,71,83,—,0.0,fivethirtyeight_zstats,
Mario Mendez,2006,Mexico,82,75,73,82,—,0.0,fivethirtyeight_zstats,
Sinha,2006,Mexico,80,73,55,80,—,0.0,fivethirtyeight_zstats,
Jared Borgetti,2006,Mexico,79,63,62,79,—,0.0,fivethirtyeight_zstats,
Gerardo Torrado,2006,Mexico,77,62,66,77,—,0.0,fivethirtyeight_zstats,
Gonzalo Pineda,2006,Mexico,76,65,63,76,—,0.0,fivethirtyeight_zstats,
Guillermo Franco,2006,Mexico,75,62,52,75,—,0.0,fivethirtyeight_zstats,
Ramón Morales,2006,Mexico,74,61,50,74,—,0.0,fivethirtyeight_zstats,
Jesús Arellano,2006,Mexico,73,58,51,73,—,0.0,fivethirtyeight_zstats,
Jose Antonio Castro,2006,Mexico,73,59,53,73,—,0.0,fivethirtyeight_zstats,
Luis Ernesto Pérez,2006,Mexico,73,59,52,73,—,0.0,fivethirtyeight_zstats,
Maza,2006,Mexico,73,56,54,73,—,0.0,fivethirtyeight_zstats,
Oswaldo Sánchez,2006,Mexico,73,10,73,73,—,0.0,fivethirtyeight_zstats,
Andrés Guardado,2006,Mexico,72,57,51,72,—,0.0,fivethirtyeight_zstats,
Arjen Robben,2006,Netherlands,89,87,60,88,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/robben-arjen.avif
Andre Ooijer,2006,Netherlands,85,65,82,85,—,0.0,fivethirtyeight_zstats,
Giovanni van Bronckhorst,2006,Netherlands,84,68,80,84,—,0.0,fivethirtyeight_zstats,
Philip Cocu,2006,Netherlands,83,70,77,83,—,0.0,fivethirtyeight_zstats,
Joris Mathijsen,2006,Netherlands,82,63,76,82,—,0.0,fivethirtyeight_zstats,
Robin van Persie,2006,Netherlands,87,87,63,82,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/van-persie-robin.avif
Khalid Boulahrouz,2006,Netherlands,81,62,76,81,—,0.0,fivethirtyeight_zstats,
Wesley Sneijder,2006,Netherlands,87,83,64,81,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/sneijder-wesley.avif
Johnny Heitinga,2006,Netherlands,78,63,66,78,—,0.0,fivethirtyeight_zstats,
Rafael van der Vaart,2006,Netherlands,78,66,55,78,—,0.0,fivethirtyeight_zstats,
Edwin van der Sar,2006,Netherlands,88,16,89,77,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/vandersar-edwin.avif
Ruud van Nistelrooy,2006,Netherlands,89,86,66,77,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/van-nistelrooy-ruud.avif
Dirk Kuyt,2006,Netherlands,85,81,71,76,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/kuyt-dirk.avif
Mark van Bommel,2006,Netherlands,75,61,65,75,—,0.0,fivethirtyeight_zstats,
Tim de Cler,2006,Netherlands,75,59,59,75,—,0.0,fivethirtyeight_zstats,
Denny Landzaat,2006,Netherlands,74,57,59,74,—,0.0,fivethirtyeight_zstats,
Kew Jaliens,2006,Netherlands,73,59,55,73,—,0.0,fivethirtyeight_zstats,
Ryan Babel,2006,Netherlands,72,55,50,72,—,0.0,fivethirtyeight_zstats,
Julio César Cáceres,2006,Paraguay,87,61,84,87,—,0.0,fivethirtyeight_zstats,
Roque Santa Cruz,2006,Paraguay,87,78,67,87,—,0.0,fivethirtyeight_zstats,
Nelson Haedo Valdez,2006,Paraguay,86,75,68,86,—,0.0,fivethirtyeight_zstats,
Carlos Gamarra,2006,Paraguay,85,70,87,84,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/gamarra-carlos.avif
Denis Caniza,2006,Paraguay,84,74,66,84,—,0.0,fivethirtyeight_zstats,
Roberto Acuña,2006,Paraguay,82,74,72,82,—,0.0,fivethirtyeight_zstats,
Carlos Paredes,2006,Paraguay,81,72,76,81,—,0.0,fivethirtyeight_zstats,
Jorge Nunez,2006,Paraguay,79,69,63,79,—,0.0,fivethirtyeight_zstats,
Nelson Cuevas,2006,Paraguay,79,67,54,79,—,0.0,fivethirtyeight_zstats,
Édgar Barreto,2006,Paraguay,77,67,56,77,—,0.0,fivethirtyeight_zstats,
Carlos Bonet,2006,Paraguay,76,64,58,76,—,0.0,fivethirtyeight_zstats,
Cristian Riveros,2006,Paraguay,76,62,62,76,—,0.0,fivethirtyeight_zstats,
Aldo Bobadilla,2006,Paraguay,74,10,74,74,—,0.0,fivethirtyeight_zstats,
Delio Toledo,2006,Paraguay,74,59,57,74,—,0.0,fivethirtyeight_zstats,
Julio dos Santos,2006,Paraguay,74,61,55,74,—,0.0,fivethirtyeight_zstats,
Dante López,2006,Paraguay,72,57,52,72,—,0.0,fivethirtyeight_zstats,
Jacek Bak,2006,Poland,90,66,87,90,—,0.0,fivethirtyeight_zstats,
Michal Zewlakow,2006,Poland,89,69,86,89,—,0.0,fivethirtyeight_zstats,
Bartosz Bosacki,2006,Poland,84,68,77,84,—,0.0,fivethirtyeight_zstats,
Marcin Baszcyznski,2006,Poland,83,72,73,83,—,0.0,fivethirtyeight_zstats,
Jacek Krzynówek,2006,Poland,82,75,54,82,—,0.0,fivethirtyeight_zstats,
Ebi Smolarek,2006,Poland,81,74,54,81,—,0.0,fivethirtyeight_zstats,
Ireneusz Jelen,2006,Poland,78,70,52,78,—,0.0,fivethirtyeight_zstats,
Maciej Zurawski,2006,Poland,78,67,57,78,—,0.0,fivethirtyeight_zstats,
Mariusz Jop,2006,Poland,77,59,65,77,—,0.0,fivethirtyeight_zstats,
Arek Radomski,2006,Poland,76,65,63,76,—,0.0,fivethirtyeight_zstats,
Miroslaw Szymkowiak,2006,Poland,76,66,59,76,—,0.0,fivethirtyeight_zstats,
Pawel Brozek,2006,Poland,76,60,52,76,—,0.0,fivethirtyeight_zstats,
Radoslaw Sobolewski,2006,Poland,75,62,56,75,—,0.0,fivethirtyeight_zstats,
Artur Boruc,2006,Poland,74,10,74,74,—,0.0,fivethirtyeight_zstats,
Mariusz Lewandowski,2006,Poland,72,55,51,72,—,0.0,fivethirtyeight_zstats,
Cristiano Ronaldo,2006,Portugal,95,90,66,86,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/ronaldo-cristiano.avif
Fernando Meira,2006,Portugal,86,62,84,86,4th place,0.0,fivethirtyeight_zstats,
Luis Figo,2006,Portugal,90,86,62,87,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/figo-luis.avif
Nuno Valente,2006,Portugal,85,70,81,85,4th place,0.0,fivethirtyeight_zstats,
Miguel,2006,Portugal,84,74,69,84,4th place,0.0,fivethirtyeight_zstats,
Ricardo Carvalho,2006,Portugal,87,72,85,83,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/carvalho-ricardo.avif
Simão,2006,Portugal,82,75,59,82,4th place,0.0,fivethirtyeight_zstats,
Deco,2006,Portugal,87,84,64,81,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/deco.avif
Maniche,2006,Portugal,83,79,74,80,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/maniche.avif
Petit,2006,Portugal,80,62,72,80,4th place,0.0,fivethirtyeight_zstats,
Pauleta,2006,Portugal,85,80,63,79,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/pauleta.avif
Costinha,2006,Portugal,84,71,81,77,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/costinha.avif
Tiago,2006,Portugal,76,63,60,76,4th place,0.0,fivethirtyeight_zstats,
Nuno Gomes,2006,Portugal,75,58,50,75,4th place,0.0,fivethirtyeight_zstats,
Ricardo Alexandre Pereira,2006,Portugal,74,61,51,74,4th place,0.0,fivethirtyeight_zstats,
Hélder Postiga,2006,Portugal,73,57,51,73,4th place,0.0,fivethirtyeight_zstats,
Paulo Ferreira,2006,Portugal,73,58,54,73,4th place,0.0,fivethirtyeight_zstats,
Hugo Miguel Ferreira Viana,2006,Portugal,73,56,54,73,4th place,0.0,fivethirtyeight_zstats,
Marco Caneira,2006,Portugal,72,57,52,72,4th place,0.0,fivethirtyeight_zstats,
Ricardo Costa,2006,Portugal,72,56,53,72,4th place,0.0,fivethirtyeight_zstats,
Redha Tukar,2006,Saudi Arabia,86,69,84,86,—,0.0,fivethirtyeight_zstats,
Hamad Al-Montashari,2006,Saudi Arabia,85,68,81,85,—,0.0,fivethirtyeight_zstats,
Hussein Al Sulaimani,2006,Saudi Arabia,85,77,71,85,—,0.0,fivethirtyeight_zstats,
Ahmed Dukhi Al Dosari,2006,Saudi Arabia,84,70,79,84,—,0.0,fivethirtyeight_zstats,
Mohammed Noor,2006,Saudi Arabia,83,78,63,83,—,0.0,fivethirtyeight_zstats,
Yasser Al-Qahtani,2006,Saudi Arabia,83,70,53,83,—,0.0,fivethirtyeight_zstats,
Khaled Aziz,2006,Saudi Arabia,78,65,70,78,—,0.0,fivethirtyeight_zstats,
Nawaf Al Temyat,2006,Saudi Arabia,78,67,58,78,—,0.0,fivethirtyeight_zstats,
Sami Al-Jaber,2006,Saudi Arabia,77,64,50,77,—,0.0,fivethirtyeight_zstats,
Saud Kariri,2006,Saudi Arabia,77,61,67,77,—,0.0,fivethirtyeight_zstats,
Abdulaziz Al Khathran,2006,Saudi Arabia,76,64,57,76,—,0.0,fivethirtyeight_zstats,
Omar Al-Ghamdi,2006,Saudi Arabia,76,64,64,76,—,0.0,fivethirtyeight_zstats,
Mabrouk Zayed,2006,Saudi Arabia,75,10,75,75,—,0.0,fivethirtyeight_zstats,
Malek Mouath Al-Hawsawi,2006,Saudi Arabia,75,63,53,75,—,0.0,fivethirtyeight_zstats,
Sa'ad Al-Harthi,2006,Saudi Arabia,74,59,55,74,—,0.0,fivethirtyeight_zstats,
Mohammed Ameen Haidar,2006,Saudi Arabia,73,60,50,73,—,0.0,fivethirtyeight_zstats,
Predrag Djordjevic,2006,Serbia,87,82,53,87,—,0.0,fivethirtyeight_zstats,
Sasa Ilic,2006,Serbia,80,66,53,80,—,0.0,fivethirtyeight_zstats,
Nikola Zigic,2006,Serbia,79,65,58,79,—,0.0,fivethirtyeight_zstats,
Savo Milosevic,2006,Serbia,79,70,52,79,—,0.0,fivethirtyeight_zstats,
Goran Gavrancic,2006,Serbia,78,62,68,78,—,0.0,fivethirtyeight_zstats,
Mladen Krstajic,2006,Serbia,78,63,67,78,—,0.0,fivethirtyeight_zstats,
Dejan Stankovic,2006,Serbia,86,79,74,76,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/stankovic-dejan.avif
Mateja Kezman,2006,Serbia,75,63,51,75,—,0.0,fivethirtyeight_zstats,
Ognjen Koroman,2006,Serbia,75,66,51,75,—,0.0,fivethirtyeight_zstats,
Igor Duljaj,2006,Serbia,74,61,61,74,—,0.0,fivethirtyeight_zstats,
Ivan Ergic,2006,Serbia,74,61,53,74,—,0.0,fivethirtyeight_zstats,
Milan Dudic,2006,Serbia,74,57,59,74,—,0.0,fivethirtyeight_zstats,
Albert Nadj,2006,Serbia,73,58,55,73,—,0.0,fivethirtyeight_zstats,
Danijel Ljuboja,2006,Serbia,73,58,50,73,—,0.0,fivethirtyeight_zstats,
Dragoslav Jevric,2006,Serbia,73,10,73,73,—,0.0,fivethirtyeight_zstats,
Ivica Dragutinovic,2006,Serbia,73,59,52,73,—,0.0,fivethirtyeight_zstats,
Nenad Djordjevic,2006,Serbia,72,57,51,72,—,0.0,fivethirtyeight_zstats,
Park Ji-Sung,2006,South Korea,85,79,79,88,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/park-ji-sung.avif
Jin-Cheul Choi,2006,South Korea,87,65,84,87,—,0.0,fivethirtyeight_zstats,
Lee Chon-Su,2006,South Korea,87,80,58,87,—,0.0,fivethirtyeight_zstats,
Lee Young-Pyo,2006,South Korea,87,79,68,87,—,0.0,fivethirtyeight_zstats,
Cho Jae-Jin,2006,South Korea,86,71,79,86,—,0.0,fivethirtyeight_zstats,
Kim Nam-Il,2006,South Korea,82,65,78,82,—,0.0,fivethirtyeight_zstats,
Ahn Jung-Hwan,2006,South Korea,79,63,50,79,—,0.0,fivethirtyeight_zstats,
Ho Lee,2006,South Korea,79,69,68,79,—,0.0,fivethirtyeight_zstats,
Kim Dong-Jin,2006,South Korea,77,66,62,77,—,0.0,fivethirtyeight_zstats,
Jin-Kyu Kim,2006,South Korea,76,62,56,76,—,0.0,fivethirtyeight_zstats,
Young-Chul Kim,2006,South Korea,76,60,63,76,—,0.0,fivethirtyeight_zstats,
Eul-Young Lee,2006,South Korea,75,63,55,75,—,0.0,fivethirtyeight_zstats,
Song Chong-Gug,2006,South Korea,75,63,57,75,—,0.0,fivethirtyeight_zstats,
Lee Woon-Jae,2006,South Korea,83,14,85,74,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/lee-won-jae.avif
Park Chu-Young,2006,South Korea,73,57,53,73,—,0.0,fivethirtyeight_zstats,
Seol Ki-Hyeon,2006,South Korea,73,59,52,73,—,0.0,fivethirtyeight_zstats,
Sang Sik Kim,2006,South Korea,72,55,51,72,—,0.0,fivethirtyeight_zstats,
Fernando Torres,2006,Spain,87,85,62,93,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/torres-fernando.avif
David Villa,2006,Spain,88,85,63,91,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/villa-david.avif
Xavi,2006,Spain,91,82,66,88,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/xavi.avif
Carles Puyol,2006,Spain,88,70,87,87,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/puyol-carles.avif
Xabi Alonso,2006,Spain,88,78,73,86,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/xabi-alonso.avif
Sergio Ramos,2006,Spain,91,77,89,84,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/sergio-ramos.avif
Joaquín,2006,Spain,83,77,56,83,—,0.0,fivethirtyeight_zstats,
Mariano Pernía,2006,Spain,83,73,72,83,—,0.0,fivethirtyeight_zstats,
Pablo Ibáñez,2006,Spain,82,61,77,82,—,0.0,fivethirtyeight_zstats,
Raúl,2006,Spain,90,86,66,81,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/raul-gonzalez-blanco.avif
José Antonio Reyes,2006,Spain,80,71,52,80,—,0.0,fivethirtyeight_zstats,
Cesc Fàbregas,2006,Spain,87,80,67,79,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/fabregas-cesc.avif
Juanito,2006,Spain,79,63,68,79,—,0.0,fivethirtyeight_zstats,
David Albelda,2006,Spain,84,70,83,78,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/albelda-david.avif
Luis García,2006,Spain,78,67,54,78,—,0.0,fivethirtyeight_zstats,
Antonio López,2006,Spain,77,61,64,77,—,0.0,fivethirtyeight_zstats,
Míchel Salgado,2006,Spain,77,59,66,77,—,0.0,fivethirtyeight_zstats,
Marcos Senna,2006,Spain,76,61,63,76,—,0.0,fivethirtyeight_zstats,
Carlos Marchena,2006,Spain,75,59,62,75,—,0.0,fivethirtyeight_zstats,
Andrés Iniesta,2006,Spain,92,86,64,74,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/iniesta-andres.avif
Iker Casillas,2006,Spain,91,14,92,73,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/casillas-iker.avif
Santiago Cañizares,2006,Spain,86,14,88,72,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/canizares-santiago.avif
Fredrik Ljungberg,2006,Sweden,91,88,64,91,—,0.0,fivethirtyeight_zstats,
Henrik Larsson,2006,Sweden,87,85,68,90,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/larsson-henrik.avif
Olof Mellberg,2006,Sweden,89,69,85,89,—,0.0,fivethirtyeight_zstats,
Zlatan Ibrahimovic,2006,Sweden,90,88,61,87,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/ibrahimovic-zlatan.avif
Niclas Alexandersson,2006,Sweden,86,78,73,86,—,0.0,fivethirtyeight_zstats,
Erik Edman,2006,Sweden,85,78,68,85,—,0.0,fivethirtyeight_zstats,
Tobias Linderoth,2006,Sweden,85,75,80,85,—,0.0,fivethirtyeight_zstats,
Marcus Allbäck,2006,Sweden,83,70,59,83,—,0.0,fivethirtyeight_zstats,
Kim Källström,2006,Sweden,81,71,66,81,—,0.0,fivethirtyeight_zstats,
Teddy Lucic,2006,Sweden,81,60,77,81,—,0.0,fivethirtyeight_zstats,
Christian Wilhelmsson,2006,Sweden,78,68,57,78,—,0.0,fivethirtyeight_zstats,
Mattias Jonson,2006,Sweden,75,63,58,75,—,0.0,fivethirtyeight_zstats,
Anders Svensson,2006,Sweden,73,56,56,73,—,0.0,fivethirtyeight_zstats,
Andreas Isaksson,2006,Sweden,84,14,86,73,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/isaksson-andreas.avif
Petter Hansson,2006,Sweden,73,57,56,73,—,0.0,fivethirtyeight_zstats,
Rami Shaaban,2006,Sweden,72,10,72,72,—,0.0,fivethirtyeight_zstats,
Tranquillo Barnetta,2006,Switzerland,88,84,79,88,—,0.0,fivethirtyeight_zstats,
Alexander Frei,2006,Switzerland,87,75,52,87,—,0.0,fivethirtyeight_zstats,
Ludovic Magnin,2006,Switzerland,87,76,83,87,—,0.0,fivethirtyeight_zstats,
Patrick Müller,2006,Switzerland,86,65,83,86,—,0.0,fivethirtyeight_zstats,
Johann Vogel,2006,Switzerland,85,69,80,85,—,0.0,fivethirtyeight_zstats,
Philipp Degen,2006,Switzerland,85,75,79,85,—,0.0,fivethirtyeight_zstats,
Raphael Wicky,2006,Switzerland,82,65,76,82,—,0.0,fivethirtyeight_zstats,
Ricardo Cabanas,2006,Switzerland,80,66,72,80,—,0.0,fivethirtyeight_zstats,
Hakan Yakin,2006,Switzerland,78,65,60,78,—,0.0,fivethirtyeight_zstats,
Philippe Senderos,2006,Switzerland,77,63,64,77,—,0.0,fivethirtyeight_zstats,
Christoph Spycher,2006,Switzerland,75,60,59,75,—,0.0,fivethirtyeight_zstats,
Johan Djourou,2006,Switzerland,75,56,62,75,—,0.0,fivethirtyeight_zstats,
Stéphane Grichting,2006,Switzerland,75,56,62,75,—,0.0,fivethirtyeight_zstats,
Daniel Gygax,2006,Switzerland,74,58,55,74,—,0.0,fivethirtyeight_zstats,
Pascal Zuberbuhler,2006,Switzerland,74,10,74,74,—,0.0,fivethirtyeight_zstats,
Marco Streller,2006,Switzerland,73,59,55,73,—,0.0,fivethirtyeight_zstats,
Xavier Margairaz,2006,Switzerland,72,56,50,72,—,0.0,fivethirtyeight_zstats,
